run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.976945	 -0.000005	 -0.000008	 -0.023055	  0.000016	22	0
1	499999.834577	 -0.000033	 -0.000042	 -0.165423	  0.000044	5	0
2	499999.790096	 -0.000042	 -0.000065	 -0.209904	  0.000115	28	0
3	499999.770721	 -0.000046	 -0.000065	 -0.229279	  0.000094	27	0
4	499999.837208	 -0.000033	 -0.000073	 -0.162792	  0.000200	23	0
5	500000.020172	  0.000004	  0.000003	  0.020172	  0.000006	2	0
6	500000.276085	  0.000055	  0.000045	  0.276085	  0.000051	28	0
7	499999.960611	 -0.000008	 -0.000010	 -0.039389	  0.000012	11	0
8	499999.981334	 -0.000004	 -0.000005	 -0.018666	  0.000007	52	0
9	500000.443177	  0.000089	  0.000072	  0.443177	  0.000082	28	0
