run	wealth	return	value	profit	mdd	transactions	short transactions
0	500002.067653	  0.000414	  0.000309	  2.067653	  0.000523	35	0
1	500002.803959	  0.000561	  0.000438	  2.803959	  0.000614	8	0
2	500005.352502	  0.001071	  0.000811	  5.352502	  0.001295	29	0
3	500004.988901	  0.000998	  0.000817	  4.988901	  0.000903	34	0
4	500001.852251	  0.000370	  0.000235	  1.852251	  0.000675	40	0
5	500003.700369	  0.000740	  0.000530	  3.700369	  0.001049	66	0
6	500003.397015	  0.000679	  0.000554	  3.397015	  0.000627	10	0
7	500005.641798	  0.001128	  0.000855	  5.641798	  0.001367	28	0
8	500003.091634	  0.000618	  0.000402	  3.091634	  0.001084	27	0
9	500003.871386	  0.000774	  0.000551	  3.871386	  0.001114	27	0
