run	wealth	return	value	profit	mdd	transactions	short transactions
0	500002.797755	  0.000560	  0.000443	  2.797755	  0.000582	45	0
1	500001.153575	  0.000231	  0.000061	  1.153575	  0.000851	25	0
2	500002.795506	  0.000559	  0.000383	  2.795506	  0.000879	65	0
3	500000.660661	  0.000132	  0.000007	  0.660661	  0.000625	36	0
4	500002.354216	  0.000471	  0.000368	  2.354216	  0.000515	8	0
5	500003.135354	  0.000627	  0.000479	  3.135354	  0.000740	57	0
6	500002.144211	  0.000429	  0.000303	  2.144211	  0.000632	63	0
7	500003.865519	  0.000773	  0.000543	  3.865519	  0.001149	66	0
8	500001.871136	  0.000374	  0.000309	  1.871136	  0.000326	36	0
9	500002.952926	  0.000591	  0.000455	  2.952926	  0.000677	56	0
