run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.313042	  0.000063	  0.000061	  0.313042	  0.000009	4	0
1	500000.451072	  0.000090	  0.000038	  0.451072	  0.000262	45	0
2	500000.303096	  0.000061	  0.000059	  0.303096	  0.000007	4	0
3	500000.850111	  0.000170	  0.000107	  0.850111	  0.000313	48	0
4	500000.321872	  0.000064	  0.000063	  0.321872	  0.000007	4	0
5	500001.082494	  0.000216	  0.000138	  1.082494	  0.000390	57	0
6	500000.566727	  0.000113	  0.000053	  0.566727	  0.000304	51	0
7	500000.162077	  0.000032	  0.000031	  0.162077	  0.000005	4	0
8	500000.717791	  0.000144	  0.000067	  0.717791	  0.000385	51	0
9	500000.462529	  0.000093	  0.000031	  0.462529	  0.000306	54	0
