run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.139465	  0.000028	 -0.000133	  0.139465	  0.000805	17	0
1	499991.274848	 -0.001745	 -0.002165	 -8.725152	  0.002102	113	0
2	499999.372142	 -0.000126	 -0.000284	 -0.627858	  0.000792	16	0
3	499991.205052	 -0.001759	 -0.002163	 -8.794948	  0.002021	110	0
4	500000.612603	  0.000123	 -0.000012	  0.612603	  0.000671	17	0
5	499995.987591	 -0.000802	 -0.000984	 -4.012409	  0.000905	130	0
6	499992.301342	 -0.001540	 -0.001896	 -7.698658	  0.001783	112	0
7	499999.489264	 -0.000102	 -0.000217	 -0.510736	  0.000574	18	0
8	499990.630184	 -0.001874	 -0.002318	 -9.369816	  0.002220	115	0
9	499986.402283	 -0.002720	 -0.003338	-13.597717	  0.003091	125	0
