run	wealth	return	value	profit	mdd	transactions	short transactions
0	500002.420658	  0.000484	  0.000369	  2.420658	  0.000575	55	0
1	500003.534436	  0.000707	  0.000489	  3.534436	  0.001091	66	0
2	500003.654554	  0.000731	  0.000604	  3.654554	  0.000635	34	0
3	500002.137303	  0.000427	  0.000326	  2.137303	  0.000507	55	0
4	500003.038875	  0.000608	  0.000433	  3.038875	  0.000872	56	0
5	500003.193611	  0.000639	  0.000497	  3.193611	  0.000710	56	0
6	500002.932336	  0.000586	  0.000481	  2.932336	  0.000526	9	0
7	500002.455083	  0.000491	  0.000375	  2.455083	  0.000579	51	0
8	500003.172220	  0.000634	  0.000461	  3.172220	  0.000867	57	0
9	500003.030999	  0.000606	  0.000449	  3.030999	  0.000786	59	0
