run	wealth	return	value	profit	mdd	transactions	short transactions
0	500001.570944	  0.000314	  0.000279	  1.570944	  0.000174	21	0
1	500001.798862	  0.000360	  0.000337	  1.798862	  0.000116	26	0
2	500002.342166	  0.000468	  0.000442	  2.342166	  0.000133	23	0
3	500004.326905	  0.000865	  0.000818	  4.326905	  0.000236	15	0
4	500001.827174	  0.000365	  0.000331	  1.827174	  0.000170	26	0
5	500001.303191	  0.000261	  0.000234	  1.303191	  0.000133	18	0
6	500002.261237	  0.000452	  0.000401	  2.261237	  0.000255	22	0
7	500001.753791	  0.000351	  0.000315	  1.753791	  0.000178	18	0
8	500001.300117	  0.000260	  0.000238	  1.300117	  0.000109	23	0
9	500001.415574	  0.000283	  0.000257	  1.415574	  0.000133	26	0
