run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.904041	 -0.000019	 -0.000030	 -0.095959	  0.000054	16	0
1	499999.042412	 -0.000192	 -0.000234	 -0.957588	  0.000211	2	0
2	499999.376723	 -0.000125	 -0.000195	 -0.623277	  0.000350	12	0
3	499999.616544	 -0.000077	 -0.000108	 -0.383456	  0.000159	10	0
4	499998.709228	 -0.000258	 -0.000366	 -1.290772	  0.000538	30	0
5	499998.635973	 -0.000273	 -0.000362	 -1.364027	  0.000445	14	0
6	499998.818582	 -0.000236	 -0.000291	 -1.181418	  0.000274	20	0
7	499999.120246	 -0.000176	 -0.000249	 -0.879754	  0.000367	30	0
8	499999.165182	 -0.000167	 -0.000237	 -0.834818	  0.000348	30	0
9	499999.517980	 -0.000096	 -0.000157	 -0.482020	  0.000302	27	0
