run	wealth	return	value	profit	mdd	transactions	short transactions
0	500005.462889	  0.001093	  0.000740	  5.462889	  0.001762	27	0
1	500003.297950	  0.000660	  0.000550	  3.297950	  0.000549	32	0
2	500005.544114	  0.001109	  0.000719	  5.544114	  0.001948	27	0
3	500003.173337	  0.000635	  0.000518	  3.173337	  0.000585	10	0
4	500002.958511	  0.000592	  0.000451	  2.958511	  0.000703	55	0
5	500001.767279	  0.000353	  0.000242	  1.767279	  0.000558	40	0
6	500003.718187	  0.000744	  0.000514	  3.718187	  0.001146	66	0
7	500002.101605	  0.000420	  0.000231	  2.101605	  0.000946	53	0
8	500003.358935	  0.000672	  0.000291	  3.358935	  0.001905	26	0
9	500004.225144	  0.000845	  0.000604	  4.225144	  0.001203	67	0
