run	wealth	return	value	profit	mdd	transactions	short transactions
0	500012.721576	  0.002544	  0.002471	 12.721576	  0.000367	18	0
1	500005.107988	  0.001022	  0.000984	  5.107988	  0.000190	18	0
2	500013.439313	  0.002688	  0.002610	 13.439313	  0.000387	18	0
3	500004.564455	  0.000913	  0.000877	  4.564455	  0.000178	7	0
4	500004.647479	  0.000929	  0.000879	  4.647479	  0.000252	25	0
5	500005.402079	  0.001080	  0.001047	  5.402079	  0.000168	25	0
6	500005.573763	  0.001115	  0.001029	  5.573763	  0.000430	32	0
7	500006.783411	  0.001357	  0.001289	  6.783411	  0.000340	28	0
8	500009.165001	  0.001833	  0.001779	  9.165001	  0.000268	16	0
9	500007.365090	  0.001473	  0.001384	  7.365090	  0.000445	32	0
