run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.218864	 -0.000156	 -0.000193	 -0.781136	  0.000183	37	0
1	499999.043991	 -0.000191	 -0.000256	 -0.956009	  0.000322	16	0
2	499998.155309	 -0.000369	 -0.000489	 -1.844691	  0.000602	14	0
3	499999.122235	 -0.000176	 -0.000211	 -0.877765	  0.000176	16	0
4	499999.627255	 -0.000075	 -0.000106	 -0.372745	  0.000155	14	0
5	499999.252089	 -0.000150	 -0.000214	 -0.747911	  0.000322	23	0
6	499999.093627	 -0.000181	 -0.000221	 -0.906373	  0.000200	29	0
7	500000.021253	  0.000004	 -0.000003	  0.021253	  0.000034	8	0
8	499999.586806	 -0.000083	 -0.000100	 -0.413194	  0.000089	4	0
9	499998.274805	 -0.000345	 -0.000420	 -1.725195	  0.000374	20	0
