,config name,data file,mdd,no_of_short_selling_transactions,no_of_transactions,noop,realised_profit,ret,u_buy,u_sell,value,wealth
low velocity convergence threshold data/fx-spot_EUR_GBP_10min_201307.txt:fx-spot_EUR_GBP_10min_201307:0:20:21:30,low velocity convergence threshold,data/fx-spot_EUR_GBP_10min_201307.txt:fx-spot_EUR_GBP_10min_201307:0:20:21:30,0.00099509098996803,0.0,41.0,2172.6,3.8658612793893554,0.0007731722558778712,0.0,0.0,0.000574154057884265,500003.8658612793
low velocity convergence threshold data/fx-spot_EUR_GBP_10min_201308.txt:fx-spot_EUR_GBP_10min_201308:0:20:21:29,low velocity convergence threshold,data/fx-spot_EUR_GBP_10min_201308.txt:fx-spot_EUR_GBP_10min_201308:0:20:21:29,0.00032031489293440245,0.0,20.9,2321.9,-1.0174193697050213,-0.00020348387394100424,0.0,0.0,-0.0002675468525278848,499998.9825806303
medium velocity convergence threshold data/fx-spot_EUR_GBP_10min_201306.txt:fx-spot_EUR_GBP_10min_201306:02:20:21:28,medium velocity convergence threshold,data/fx-spot_EUR_GBP_10min_201306.txt:fx-spot_EUR_GBP_10min_201306:02:20:21:28,0.0006997492550776922,0.0,43.8,2022.7,0.486581349169137,9.73162698338274e-05,0.0,0.0,-4.263358118171107e-05,500000.48658134916
medium velocity convergence threshold data/fx-spot_EUR_GBP_10min_201307.txt:fx-spot_EUR_GBP_10min_201307:0:20:21:30,medium velocity convergence threshold,data/fx-spot_EUR_GBP_10min_201307.txt:fx-spot_EUR_GBP_10min_201307:0:20:21:30,0.0006975971386525441,0.0,45.7,2160.5,2.373085813986836,0.00047461716279736715,0.0,0.0,0.00033509773506685837,500002.37308581395
medium velocity convergence threshold data/fx-spot_EUR_GBP_10min_201308.txt:fx-spot_EUR_GBP_10min_201308:0:20:21:29,medium velocity convergence threshold,data/fx-spot_EUR_GBP_10min_201308.txt:fx-spot_EUR_GBP_10min_201308:0:20:21:29,0.00034640462096645417,0.0,16.9,2329.2,-1.1550225134706125,-0.00023100450269412245,0.0,0.0,-0.0003002854268874133,499998.84497748653
high velocity convergence threshold data/fx-spot_EUR_GBP_10min_201306.txt:fx-spot_EUR_GBP_10min_201306:02:20:21:28,high velocity convergence threshold,data/fx-spot_EUR_GBP_10min_201306.txt:fx-spot_EUR_GBP_10min_201306:02:20:21:28,0.0006499495607171776,0.0,46.0,2021.2,0.4499464132473804,8.998928264947609e-05,0.0,0.0,-4.000062949395943e-05,500000.44994641317
high velocity convergence threshold data/fx-spot_EUR_GBP_10min_201307.txt:fx-spot_EUR_GBP_10min_201307:0:20:21:30,high velocity convergence threshold,data/fx-spot_EUR_GBP_10min_201307.txt:fx-spot_EUR_GBP_10min_201307:0:20:21:30,0.000654880823041584,0.0,39.5,2172.0,2.560620336147258,0.0005121240672294516,0.0,0.0,0.00038114790262113476,500002.56062033615
high velocity convergence threshold data/fx-spot_EUR_GBP_10min_201308.txt:fx-spot_EUR_GBP_10min_201308:0:20:21:29,high velocity convergence threshold,data/fx-spot_EUR_GBP_10min_201308.txt:fx-spot_EUR_GBP_10min_201308:0:20:21:29,0.0002882818964601311,0.0,19.4,2322.6,-0.8485180708288681,-0.00016970361416577363,0.0,0.0,-0.00022735999345779986,499999.1514819291
lowest max iteration data/fx-spot_EUR_GBP_10min_201306.txt:fx-spot_EUR_GBP_10min_201306:02:20:21:28,lowest max iteration,data/fx-spot_EUR_GBP_10min_201306.txt:fx-spot_EUR_GBP_10min_201306:02:20:21:28,0.0007577060932119153,0.0,43.0,2024.4,0.22778209755779244,4.555641951155849e-05,0.0,0.0,-0.00010598479913082456,500000.2277820975
lowest max iteration data/fx-spot_EUR_GBP_10min_201307.txt:fx-spot_EUR_GBP_10min_201307:0:20:21:30,lowest max iteration,data/fx-spot_EUR_GBP_10min_201307.txt:fx-spot_EUR_GBP_10min_201307:0:20:21:30,0.0006064703565582801,0.0,42.2,2166.5,2.417435789259616,0.00048348715785192327,0.0,0.0,0.00036219308654026727,500002.4174357893
lowest max iteration data/fx-spot_EUR_GBP_10min_201308.txt:fx-spot_EUR_GBP_10min_201308:0:20:21:29,lowest max iteration,data/fx-spot_EUR_GBP_10min_201308.txt:fx-spot_EUR_GBP_10min_201308:0:20:21:29,0.0003151279531480471,0.0,19.1,2321.9,-0.9704579245299101,-0.00019409158490598207,0.0,0.0,-0.00025711717553559145,499999.02954207547
low max iteration data/fx-spot_EUR_GBP_10min_201306.txt:fx-spot_EUR_GBP_10min_201306:02:20:21:28,low max iteration,data/fx-spot_EUR_GBP_10min_201306.txt:fx-spot_EUR_GBP_10min_201306:02:20:21:28,0.000787407338069815,0.0,50.9,2016.4,0.5084194392780773,0.00010168388785561548,0.0,0.0,-5.579757975834755e-05,500000.5084194393
low max iteration data/fx-spot_EUR_GBP_10min_201307.txt:fx-spot_EUR_GBP_10min_201307:0:20:21:30,low max iteration,data/fx-spot_EUR_GBP_10min_201307.txt:fx-spot_EUR_GBP_10min_201307:0:20:21:30,0.0008753229855014951,0.0,41.8,2169.6,3.354938743216917,0.0006709877486433833,0.0,0.0,0.0004959231515430844,500003.3549387433
low max iteration data/fx-spot_EUR_GBP_10min_201308.txt:fx-spot_EUR_GBP_10min_201308:0:20:21:29,low max iteration,data/fx-spot_EUR_GBP_10min_201308.txt:fx-spot_EUR_GBP_10min_201308:0:20:21:29,0.0003186651949409834,0.0,21.0,2318.6,-1.0555588921473826,-0.00021111177842947655,0.0,0.0,-0.0002748448174176732,499998.94444110786
medium max iteration data/fx-spot_EUR_GBP_10min_201306.txt:fx-spot_EUR_GBP_10min_201306:02:20:21:28,medium max iteration,data/fx-spot_EUR_GBP_10min_201306.txt:fx-spot_EUR_GBP_10min_201306:02:20:21:28,0.0007356072730010125,0.0,46.5,2020.4,-0.3457340476335958,-6.914680952671914e-05,0.0,0.0,-0.00021626826412692165,499999.6542659524
medium max iteration data/fx-spot_EUR_GBP_10min_201307.txt:fx-spot_EUR_GBP_10min_201307:0:20:21:30,medium max iteration,data/fx-spot_EUR_GBP_10min_201307.txt:fx-spot_EUR_GBP_10min_201307:0:20:21:30,0.0007750471414586031,0.0,47.7,2160.3,2.7130181813263334,0.0005426036362652668,0.0,0.0,0.00038759420797354605,500002.71301818127
medium max iteration data/fx-spot_EUR_GBP_10min_201308.txt:fx-spot_EUR_GBP_10min_201308:0:20:21:29,medium max iteration,data/fx-spot_EUR_GBP_10min_201308.txt:fx-spot_EUR_GBP_10min_201308:0:20:21:29,0.0002265397453732008,0.0,17.7,2321.9,-0.6903522060601972,-0.0001380704412120394,0.0,0.0,-0.00018337839028667962,499999.3096477939
high max iteration data/fx-spot_EUR_GBP_10min_201306.txt:fx-spot_EUR_GBP_10min_201306:02:20:21:28,high max iteration,data/fx-spot_EUR_GBP_10min_201306.txt:fx-spot_EUR_GBP_10min_201306:02:20:21:28,0.0005243884592447316,0.0,36.9,2032.0,0.21229255805374123,4.245851161074824e-05,0.0,0.0,-6.241918023819806e-05,500000.21229255805
high max iteration data/fx-spot_EUR_GBP_10min_201307.txt:fx-spot_EUR_GBP_10min_201307:0:20:21:30,high max iteration,data/fx-spot_EUR_GBP_10min_201307.txt:fx-spot_EUR_GBP_10min_201307:0:20:21:30,0.0007508840303235374,0.0,43.9,2166.0,2.6228826126782225,0.0005245765225356444,0.0,0.0,0.000374399716470937,500002.62288261263
high max iteration data/fx-spot_EUR_GBP_10min_201308.txt:fx-spot_EUR_GBP_10min_201308:0:20:21:29,high max iteration,data/fx-spot_EUR_GBP_10min_201308.txt:fx-spot_EUR_GBP_10min_201308:0:20:21:29,0.0004046078457964849,0.0,20.9,2323.0,-0.8426532848156058,-0.00016853065696312113,0.0,0.0,-0.0002494522261224181,499999.1573467152
