run	wealth	return	value	profit	mdd	transactions	short transactions
0	499997.385859	 -0.000523	 -0.000644	 -2.614141	  0.000605	35	0
1	499999.869974	 -0.000026	 -0.000041	 -0.130026	  0.000073	12	0
2	500000.003058	  0.000001	 -0.000003	  0.003058	  0.000016	6	0
3	499999.956183	 -0.000009	 -0.000014	 -0.043817	  0.000024	12	0
4	499999.949203	 -0.000010	 -0.000024	 -0.050797	  0.000067	8	0
5	499999.691126	 -0.000062	 -0.000086	 -0.308874	  0.000121	25	0
6	499999.993123	 -0.000001	 -0.000002	 -0.006877	  0.000002	28	0
7	499998.177662	 -0.000364	 -0.000494	 -1.822338	  0.000648	23	0
8	499998.617849	 -0.000276	 -0.000388	 -1.382151	  0.000557	31	0
9	499998.984657	 -0.000203	 -0.000272	 -1.015343	  0.000342	16	0
