run	wealth	return	value	profit	mdd	transactions	short transactions
0	500002.320134	  0.000464	  0.000413	  2.320134	  0.000257	21	0
1	500001.426855	  0.000285	  0.000228	  1.426855	  0.000286	10	0
2	500002.391068	  0.000478	  0.000448	  2.391068	  0.000150	10	0
3	500002.422378	  0.000484	  0.000423	  2.422378	  0.000307	10	0
4	500001.782619	  0.000357	  0.000297	  1.782619	  0.000296	12	0
5	500001.525979	  0.000305	  0.000264	  1.525979	  0.000208	8	0
6	500001.736120	  0.000347	  0.000302	  1.736120	  0.000227	10	0
7	500001.607058	  0.000321	  0.000271	  1.607058	  0.000251	25	0
8	500002.289577	  0.000458	  0.000430	  2.289577	  0.000139	23	0
9	500002.012378	  0.000402	  0.000376	  2.012378	  0.000130	26	0
