run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.936848	 -0.000013	 -0.000018	 -0.063152	  0.000027	61	0
1	499999.314801	 -0.000137	 -0.000170	 -0.685199	  0.000165	27	0
2	499999.120053	 -0.000176	 -0.000235	 -0.879947	  0.000297	16	0
3	499998.967753	 -0.000206	 -0.000259	 -1.032247	  0.000265	6	0
4	500000.011988	  0.000002	  0.000001	  0.011988	  0.000007	14	0
5	499998.397875	 -0.000320	 -0.000390	 -1.602125	  0.000347	24	0
6	499998.544338	 -0.000291	 -0.000390	 -1.455662	  0.000497	24	0
7	499999.414469	 -0.000117	 -0.000144	 -0.585531	  0.000135	6	0
8	499999.659252	 -0.000068	 -0.000094	 -0.340748	  0.000127	22	0
9	499999.179304	 -0.000164	 -0.000220	 -0.820696	  0.000277	16	0
