run	wealth	return	value	profit	mdd	transactions	short transactions
0	499998.404221	 -0.000319	 -0.000423	 -1.595779	  0.000521	14	0
1	499998.930196	 -0.000214	 -0.000303	 -1.069804	  0.000446	30	0
2	499999.255448	 -0.000149	 -0.000199	 -0.744552	  0.000251	16	0
3	499999.782328	 -0.000044	 -0.000056	 -0.217672	  0.000065	20	0
4	499999.568386	 -0.000086	 -0.000119	 -0.431614	  0.000161	22	0
5	499998.929204	 -0.000214	 -0.000261	 -1.070796	  0.000236	29	0
6	499999.558555	 -0.000088	 -0.000144	 -0.441445	  0.000276	27	0
7	499999.196550	 -0.000161	 -0.000228	 -0.803450	  0.000335	12	0
8	499999.463635	 -0.000107	 -0.000172	 -0.536365	  0.000325	27	0
9	499999.052506	 -0.000189	 -0.000271	 -0.947494	  0.000407	23	0
