run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.084550	 -0.000183	 -0.000251	 -0.915450	  0.000338	123	0
1	499997.486144	 -0.000503	 -0.000636	 -2.513856	  0.000665	213	0
2	499994.003254	 -0.001199	 -0.001516	 -5.996746	  0.001584	60	0
3	499995.665109	 -0.000867	 -0.001136	 -4.334891	  0.001347	248	0
4	499998.572001	 -0.000286	 -0.000392	 -1.427999	  0.000531	41	0
5	499997.389723	 -0.000522	 -0.000638	 -2.610277	  0.000578	108	0
6	499998.004018	 -0.000399	 -0.000515	 -1.995982	  0.000580	231	0
7	499995.196300	 -0.000961	 -0.001219	 -4.803700	  0.001291	247	0
8	499997.660145	 -0.000468	 -0.000612	 -2.339855	  0.000718	29	0
9	500000.238052	  0.000048	  0.000036	  0.238052	  0.000059	22	0
