run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.003484	  0.000001	 -0.000002	  0.003484	  0.000012	2	0
1	500000.080501	  0.000016	 -0.000004	  0.080501	  0.000100	10	0
2	500000.231513	  0.000046	  0.000023	  0.231513	  0.000114	11	0
3	500000.035449	  0.000007	  0.000006	  0.035449	  0.000007	2	0
4	499999.976964	 -0.000005	 -0.000056	 -0.023036	  0.000257	10	0
5	499999.993955	 -0.000001	 -0.000004	 -0.006045	  0.000015	37	0
6	499999.932869	 -0.000013	 -0.000153	 -0.067131	  0.000698	77	0
7	500000.017877	  0.000004	 -0.000006	  0.017877	  0.000048	12	0
8	499999.959145	 -0.000008	 -0.000013	 -0.040855	  0.000026	12	0
9	500000.047861	  0.000010	 -0.000002	  0.047861	  0.000059	10	0
