run	wealth	return	value	profit	mdd	transactions	short transactions
0	499995.332092	 -0.000934	 -0.001276	 -4.667908	  0.001710	31	0
1	499992.689747	 -0.001462	 -0.001964	 -7.310253	  0.002508	294	0
2	499991.957843	 -0.001608	 -0.002104	 -8.042157	  0.002479	266	0
3	499994.402637	 -0.001119	 -0.001568	 -5.597363	  0.002244	321	0
4	499995.441009	 -0.000912	 -0.001213	 -4.558991	  0.001505	183	0
5	499974.316432	 -0.005137	 -0.006394	-25.683568	  0.006287	34	0
6	499995.528181	 -0.000894	 -0.001220	 -4.471819	  0.001627	109	0
7	499991.478921	 -0.001704	 -0.002280	 -8.521079	  0.002877	321	0
8	499994.193140	 -0.001161	 -0.001505	 -5.806860	  0.001720	275	0
9	499995.930065	 -0.000814	 -0.001047	 -4.069935	  0.001167	233	0
