run	wealth	return	value	profit	mdd	transactions	short transactions
0	500002.027569	  0.000406	  0.000366	  2.027569	  0.000198	16	0
1	500002.785220	  0.000557	  0.000468	  2.785220	  0.000447	157	0
2	500002.654340	  0.000531	  0.000456	  2.654340	  0.000376	138	0
3	500002.750146	  0.000550	  0.000486	  2.750146	  0.000318	165	0
4	500001.771259	  0.000354	  0.000312	  1.771259	  0.000214	88	0
5	500003.582481	  0.000716	  0.000593	  3.582481	  0.000618	17	0
6	500002.010229	  0.000402	  0.000338	  2.010229	  0.000323	58	0
7	500003.883613	  0.000777	  0.000677	  3.883613	  0.000496	170	0
8	500001.737336	  0.000347	  0.000302	  1.737336	  0.000228	136	0
9	500001.738741	  0.000348	  0.000303	  1.738741	  0.000225	125	0
