run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.244446	 -0.000151	 -0.000299	 -0.755554	  0.000738	60	0
1	499999.470536	 -0.000106	 -0.000339	 -0.529464	  0.001165	61	0
2	500004.429436	  0.000886	  0.000747	  4.429436	  0.000696	12	0
3	500000.000166	  0.000000	 -0.000304	  0.000166	  0.001520	55	0
4	500005.872742	  0.001175	  0.001129	  5.872742	  0.000226	27	0
5	499998.681481	 -0.000264	 -0.000406	 -1.318519	  0.000714	66	0
6	499999.449136	 -0.000110	 -0.000316	 -0.550864	  0.001028	64	0
7	499998.876161	 -0.000225	 -0.000437	 -1.123839	  0.001062	63	0
8	499999.724076	 -0.000055	 -0.000238	 -0.275924	  0.000916	37	0
9	500000.443977	  0.000089	 -0.000057	  0.443977	  0.000730	68	0
