run	wealth	return	value	profit	mdd	transactions	short transactions
0	500001.177928	  0.000236	  0.000192	  1.177928	  0.000216	25	0
1	500002.304102	  0.000461	  0.000433	  2.304102	  0.000140	23	0
2	500002.904232	  0.000581	  0.000544	  2.904232	  0.000182	10	0
3	500001.621719	  0.000324	  0.000304	  1.621719	  0.000104	21	0
4	500001.959947	  0.000392	  0.000356	  1.959947	  0.000178	10	0
5	500001.063801	  0.000213	  0.000185	  1.063801	  0.000140	23	0
6	500002.044236	  0.000409	  0.000385	  2.044236	  0.000117	23	0
7	500002.175220	  0.000435	  0.000408	  2.175220	  0.000135	22	0
8	500002.559341	  0.000512	  0.000484	  2.559341	  0.000139	15	0
9	500001.764962	  0.000353	  0.000328	  1.764962	  0.000125	24	0
