run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.995649	 -0.000001	 -0.000081	 -0.004351	  0.000399	107	0
1	500002.573541	  0.000515	  0.000447	  2.573541	  0.000340	158	0
2	499999.240190	 -0.000152	 -0.000277	 -0.759810	  0.000624	243	0
3	500000.442551	  0.000089	  0.000007	  0.442551	  0.000408	204	0
4	499999.970728	 -0.000006	 -0.000132	 -0.029272	  0.000633	189	0
5	500000.366705	  0.000073	 -0.000014	  0.366705	  0.000438	205	0
6	500000.500287	  0.000100	  0.000004	  0.500287	  0.000481	231	0
7	500001.618855	  0.000324	  0.000200	  1.618855	  0.000621	242	0
8	500000.351041	  0.000070	 -0.000015	  0.351041	  0.000424	209	0
9	500001.445929	  0.000289	  0.000199	  1.445929	  0.000449	246	0
